,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAM_ID,HOME_AWAY,VS_DIVISION,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,YOE,TEAM_W,TEAM_L,TEAM_W_HOME/AWAY,TEAM_L_HOME/AWAY,B2B_HOME,B2B_AWAY,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG,OPP_PPG_ALLOWED,OPP_PF,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,OPP_L5_PPG_ALLOWED,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
0,22024,1641718,0022400070,"OCT 23, 2024",UTA vs. MEM,L,31,3,18,0.167,1,6,0.167,5,9,0.556,0,2,2,7,0,0,1,2,12,-11,1,UTA,1610612762,MEM,1610612763,1,0,G,1,0,0,1,0,0,21.0,76,185,1,0,0,0,0,0,0,0.0,0,5,0.0,0,0,0.0,0.0,0.0,0,5,0.0,0.0,-11.0,-11.0,,12.0,,,3.0,,,18.0,,,0.167,,,1.0,,,6.0,,,0.167,,,5.0,,,9.0,,,0.556,,,0.0,,,0.0,,,31.0,,0
1,22024,1641718,0022400084,"OCT 25, 2024",UTA vs. GSW,L,30,4,12,0.333,3,8,0.375,1,1,1.0,1,1,2,3,2,0,5,0,12,-37,1,UTA,1610612762,GSW,1610612744,1,0,G,1,0,0,1,0,0,21.0,76,185,1,0,1,0,1,0,0,124.0,0,5,124.0,1,0,140.0,104.0,27.0,1,4,140.0,104.0,-24.0,-11.0,12.0,12.0,12.0,3.0,3.0,3.0,18.0,18.0,18.0,0.167,0.167,0.167,1.0,1.0,1.0,6.0,6.0,6.0,0.167,0.167,0.167,5.0,5.0,5.0,9.0,9.0,9.0,0.556,0.556,0.556,0.0,0.0,0.0,0.0,0.0,0.0,31.066666666666666,31.066666666666666,31.066666666666666,0
2,22024,1641718,0022400110,"OCT 28, 2024",UTA @ DAL,L,36,6,18,0.333,1,7,0.143,4,4,1.0,1,4,5,5,1,0,3,1,17,-10,1,UTA,1610612762,DAL,1610612742,0,0,G,1,0,0,1,0,0,21.0,76,185,1,0,2,0,0,0,0,105.0,0,5,105.0,1,1,111.0,111.5,24.5,1,4,111.0,111.5,-19.333333333333332,-24.0,12.0,12.0,12.0,3.5,3.5,3.5,15.0,15.0,15.0,0.233,0.233,0.233,2.0,2.0,2.0,7.0,7.0,7.0,0.286,0.286,0.286,3.0,3.0,3.0,5.0,5.0,5.0,0.6,0.6,0.6,0.5,0.5,0.5,1.0,1.0,1.0,30.441666666666666,30.441666666666666,30.441666666666666,1
3,22024,1641718,0022400115,"OCT 29, 2024",UTA vs. SAC,L,30,3,13,0.231,2,10,0.2,2,2,1.0,1,3,4,11,0,0,4,1,10,-6,1,UTA,1610612762,SAC,1610612758,1,0,G,1,0,0,1,0,0,21.0,76,185,1,0,3,0,2,1,0,104.0,0,5,104.0,1,2,117.7,115.3,21.333333333333332,1,4,117.7,115.3,-16.0,-19.333333333333332,13.7,13.7,13.7,4.333333333333333,4.333333333333333,4.333333333333333,16.0,16.0,16.0,0.271,0.271,0.271,1.6666666666666667,1.6666666666666667,1.6666666666666667,7.0,7.0,7.0,0.238,0.238,0.238,3.3333333333333335,3.3333333333333335,3.3333333333333335,4.666666666666667,4.666666666666667,4.666666666666667,0.714,0.714,0.714,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,32.33888888333333,32.33888888333333,32.33888888333333,0
4,22024,1641718,0022400130,"OCT 31, 2024",UTA vs. SAS,L,30,5,14,0.357,1,9,0.111,4,5,0.8,1,3,4,5,0,0,7,1,15,-10,1,UTA,1610612762,SAS,1610612759,1,0,G,1,0,0,1,0,0,21.0,76,185,1,0,4,0,3,0,0,102.0,0,5,102.0,1,3,103.0,109.3,16.25,1,4,103.0,109.3,-14.8,-16.0,12.8,12.8,12.8,4.0,4.0,4.0,15.25,15.25,15.25,0.262,0.262,0.262,1.75,1.75,1.75,7.75,7.75,7.75,0.226,0.226,0.226,3.0,3.0,3.0,4.0,4.0,4.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,31.866666666666667,31.866666666666667,31.866666666666667,1
5,22024,1641718,0022400148,"NOV 02, 2024",UTA @ DEN,L,32,6,14,0.429,4,11,0.364,0,0,0.0,0,2,2,8,0,0,2,1,16,-27,1,UTA,1610612762,DEN,1610612743,0,1,G,1,0,0,1,0,0,21.0,76,185,1,0,5,0,1,0,0,99.2,0,5,99.2,2,3,115.6,118.8,18.8,2,3,115.6,118.8,-18.0,-14.8,13.2,13.2,13.2,4.2,4.2,4.2,15.0,15.0,15.0,0.28,0.28,0.28,1.6,1.6,1.6,8.0,8.0,8.0,0.2,0.2,0.2,3.2,3.2,3.2,4.2,4.2,4.2,0.762,0.762,0.762,0.8,0.8,0.8,0.6,0.6,0.6,31.563333333333333,31.563333333333333,31.563333333333333,1
6,22024,1641718,0022400160,"NOV 04, 2024",UTA @ CHI,W,39,8,18,0.444,6,12,0.5,11,13,0.846,0,1,1,9,1,1,2,1,33,-1,1,UTA,1610612762,CHI,1610612741,0,0,G,1,0,0,1,0,0,21.0,76,185,1,0,6,0,2,0,0,99.8,0,5,95.0,3,3,113.2,116.8,16.333333333333332,3,2,113.6,115.6,-10.8,-16.833333333333332,14.0,13.7,13.7,4.8,4.5,4.5,14.2,14.833333333333334,14.833333333333334,0.338,0.303,0.303,2.2,2.0,2.0,9.0,8.5,8.5,0.244,0.235,0.235,2.2,2.6666666666666665,2.6666666666666665,2.4,3.5,3.5,0.917,0.762,0.762,0.8,0.6666666666666666,0.6666666666666666,0.6,0.5,0.5,31.783333333333335,31.663888883333332,31.663888883333332,1
7,22024,1641718,0022400182,"NOV 07, 2024",UTA @ MIL,L,25,3,11,0.273,3,7,0.429,1,2,0.5,0,3,3,3,0,0,2,3,10,-20,1,UTA,1610612762,MIL,1610612749,0,0,G,1,0,0,1,0,0,21.0,76,185,1,1,6,1,2,0,0,104.9,1,4,104.8,1,6,111.7,118.3,20.428571428571427,0,5,107.2,117.2,-12.8,-14.571428571428571,18.2,16.4,16.4,5.6,5.0,5.0,15.4,15.285714285714286,15.285714285714286,0.364,0.327,0.327,2.8,2.5714285714285716,2.5714285714285716,9.8,9.0,9.0,0.286,0.286,0.286,4.2,3.857142857142857,3.857142857142857,4.8,4.857142857142857,4.857142857142857,0.875,0.794,0.794,0.6,0.5714285714285714,0.5714285714285714,0.4,0.57,0.57,33.53666666666667,32.65238095,32.65238095,0
8,22024,1641718,0022400006,"NOV 12, 2024",UTA vs. PHX,L,33,4,12,0.333,1,5,0.2,0,1,0.0,0,5,5,4,0,0,1,3,9,0,1,UTA,1610612762,PHX,1610612756,1,0,G,1,0,0,1,0,0,21.0,76,185,1,2,7,0,4,0,0,105.0,2,3,107.4,8,2,114.8,112.7,18.5,4,1,113.6,113.0,-11.6,-15.25,16.8,15.6,15.6,5.0,4.75,4.75,14.0,14.75,14.75,0.357,0.322,0.322,3.2,2.625,2.625,9.8,8.75,8.75,0.327,0.3,0.3,3.6,3.5,3.5,4.4,4.5,4.5,0.818,0.778,0.778,0.4,0.5,0.5,0.2,0.5,0.5,31.38,31.739583333333332,31.739583333333332,0
9,22024,1641718,0022400228,"NOV 14, 2024",UTA vs. DAL,W,31,5,10,0.5,4,7,0.571,0,0,0.0,0,0,0,6,2,0,3,2,14,-9,1,UTA,1610612762,DAL,1610612742,1,0,G,1,0,0,1,0,0,21.0,76,185,1,2,8,0,5,0,0,105.7,2,3,112.2,5,6,114.4,111.0,21.90909090909091,1,4,119.2,117.8,-11.4,-13.555555555555555,16.6,14.9,17.0,5.2,4.666666666666667,6.0,13.8,14.444444444444445,18.0,0.377,0.323,0.333,3.0,2.4444444444444446,1.0,8.8,8.333333333333334,7.0,0.341,0.293,0.143,3.2,3.111111111111111,4.0,4.2,4.111111111111111,4.0,0.762,0.757,1.0,0.2,0.4444444444444444,1.0,0.2,0.44,1.0,31.9,31.885185183333334,36.13333333333333,0
10,22024,1641718,0022400233,"NOV 16, 2024",UTA @ SAC,L,31,6,10,0.6,2,4,0.5,5,5,1.0,1,1,2,2,1,0,1,2,19,-5,1,UTA,1610612762,SAC,1610612758,0,0,G,1,0,0,1,0,0,21.0,76,185,1,3,8,2,3,0,0,106.5,3,2,114.6,7,6,117.2,113.8,19.76923076923077,2,3,114.8,115.0,-7.0,-13.1,16.4,14.8,10.0,5.2,4.7,3.0,13.0,14.0,13.0,0.4,0.336,0.231,3.6,2.6,2.0,8.4,8.2,10.0,0.429,0.317,0.2,2.4,2.8,2.0,3.2,3.7,2.0,0.75,0.757,1.0,0.0,0.4,1.0,0.6,0.6,0.0,32.03666666666667,31.8,30.45,1
